1000,13
1003,14
1007,14
1009,17
1010,3
1011,8
1013,8
1015,13
1016,0
1017,14
1019,6
1020,18
1022,7
1024,0
1029,18
1030,6
1032,19
1033,17
1039,19
1040,12
1044,12
1047,0
1052,19
1059,4
1063,17
1065,11
1066,2
1068,6
1070,4
1071,13
1072,12
1074,18
1076,7
1078,12
1080,1
1082,12
1084,3
1085,7
1087,4
1088,7
1090,2
1096,4
1099,19
1101,3
1102,6
1103,12
1104,18
1105,0
1108,10
1111,4
1117,14
1118,5
1122,4
1123,0
1124,10
1125,12
1128,3
1134,17
1135,17
1137,3
1138,14
1147,6
1148,7
1152,0
1153,13
1156,19
1157,14
1159,18
1160,17
1169,2
1170,2
1173,18
1174,6
1176,3
1177,17
1178,4
1181,4
1182,1
1184,6
1188,3
1191,8
1192,14
1193,0
1197,7
1198,3
1200,3
1201,7
1203,18
1205,4
1207,7
1208,0
1209,5
1210,7
1212,7
1213,13
1216,12
1217,19
1220,19
1225,16
1226,7
1228,13
1229,17
1234,11
1238,13
1239,2
1243,18
1244,11
1245,3
1246,7
1251,3
1252,12
1258,14
1260,13
1263,19
1264,17
1265,17
1269,0
1271,16
1272,6
1276,13
1277,2
1280,19
1283,3
1284,16
1285,3
1287,18
1288,16
1291,5
1292,19
1293,17
1298,2
1299,12
1300,19
1301,16
1303,18
1306,7
1308,0
1311,14
1312,7
1313,18
1314,17
1315,0
1316,12
1317,17
1320,17
1322,2
1326,2
1327,17
1328,16
1332,19
1335,19
1339,0
1340,19
1341,11
1342,11
1343,0
1344,17
1345,2
1347,12
1351,17
1354,5
1355,14
1356,7
1359,13
1360,18
1363,2
1364,3
1366,3
1367,3
1375,8
1378,11
1379,18
1381,4
1382,2
1384,17
1387,7
1391,13
1404,17
1406,19
1409,0
1412,18
1414,7
1420,2
1425,18
1427,12
1428,8
1429,19
1433,8
1434,19
1438,8
1440,7
1445,14
1446,16
1449,16
1452,17
1456,0
1457,0
1460,17
1461,17
1466,0
1467,17
1469,14
1471,2
1477,19
1478,7
1480,19
1483,2
1488,18
1492,17
1494,17
1496,2
1497,19
1498,6
1499,7
1500,19
1502,0
1506,19
1512,18
1519,12
1524,17
1525,17
1526,5
1527,17
1528,14
1529,10
1532,17
1536,17
1537,12
1541,14
1543,17
1545,2
1546,2
1550,12
1554,17
1555,2
1562,13
1563,12
1564,17
1566,17
1567,2
1568,2
1569,4
1571,13
1572,0
1575,13
1577,5
1579,7
1581,18
1584,18
1585,3
1586,2
1588,12
1598,13
1601,19
1602,8
1606,19
1608,8
1610,17
1616,7
1620,19
1622,13
1623,12
1626,19
1628,5
1631,7
1633,16
1634,13
1638,3
1639,14
1642,17
1643,16
1644,4
1648,2
1649,18
1650,1
1651,4
1653,2
1655,14
1656,7
1657,18
1658,8
1659,18
1665,19
1666,18
1667,5
1673,18
1675,12
1676,19
1677,17
1678,18
1679,13
1680,7
1681,6
1682,19
1684,5
1686,12
1688,4
1689,3
1692,7
1693,19
1694,0
1696,6
1706,8
1708,2
1711,7
1714,2
1715,12
1716,2
1718,12
1722,4
1723,12
1727,17
1729,13
1731,7
1732,0
1734,1
1735,13
1739,13
1740,18
1741,13
1747,18
1751,0
1752,14
1759,14
1760,5
1763,2
1764,1
1765,3
1767,2
1768,14
1769,11
1771,13
1773,6
1783,2
1785,12
1787,18
1789,0
1790,12
1794,18
1797,11
1798,18
1801,12
1803,17
1808,13
1809,7
1814,2
1815,9
1816,19
1820,11
1824,2
1832,19
1835,5
1836,13
1837,14
1839,7
1842,0
1845,7
1846,4
1847,18
1849,4
1853,4
1858,12
1861,3
1862,19
1863,7
1871,7
1872,16
1873,2
1875,13
1877,14
1880,7
1885,6
1886,12
1889,12
1897,7
1898,12
1902,19
1909,7
1910,6
1912,6
1913,6
1916,7
1917,6
1918,19
1919,6
1920,12
1924,10
1932,6
1933,6
1934,7
1946,6
1948,19
1949,12
1951,7
1959,12
1960,12
1963,7
1971,9
1975,12
1983,9
1990,0
1994,12
1995,6
1996,13
2000,12
2001,19
2005,4
2006,12
2010,12
2012,12
2013,12
2016,14
2020,17
2024,5
2025,7
2026,8
2027,9
2028,8
2029,4
2033,8
2039,13
2042,17
2046,13
2047,17
2048,8
2049,2
2054,7
2055,4
2056,13
2064,12
2065,10
2073,12
2079,13
2080,13
2089,4
2092,17
2097,12
2099,17
2101,17
2102,19
2107,19
2108,13
2109,10
2110,12
2112,17
2114,13
2115,7
2116,0
2118,12
2121,12
2126,18
2128,12
2130,7
2133,4
2137,4
2148,17
2149,10
2151,18
2153,2
2154,2
2155,7
2159,13
2163,11
2167,16
2173,0
2175,7
2182,17
2188,14
2194,3
2196,0
2198,13
2202,12
2203,0
2205,4
2206,18
2211,2
2212,3
2213,2
2219,5
2221,3
2224,5
2225,18
2227,14
2228,12
2230,13
2231,0
2234,16
2236,3
2237,18
2238,2
2239,13
2240,18
2246,19
2247,7
2249,14
2251,12
2252,14
2253,4
2257,7
2259,13
2260,0
2265,19
2266,17
2268,13
2270,16
2271,12
2273,1
2275,14
2276,14
2279,4
2281,5
2291,13
2297,18
2298,17
2301,19
2303,0
2304,17
2307,0
2308,13
2309,14
2310,12
2312,13
2316,8
2320,17
2322,13
2323,18
2325,19
2326,12
2332,2
2333,8
2335,16
2337,17
2338,4
2339,2
2340,11
2342,8
2344,18
2346,2
2347,2
2348,11
2350,3
2353,3
2357,0
2365,18
2366,0
2370,19
2374,6
2375,13
2376,7
2379,13
2380,3
2383,7
2385,2
2386,3
2391,2
2393,3
2396,2
2397,11
2398,18
2405,0
2409,17
2410,18
2411,18
2417,12
2419,12
2421,1
2428,0
2429,16
2433,4
2434,18
2435,0
2437,16
2440,11
2447,19
2449,19
2458,8
2459,17
2462,13
2467,12
2468,0
2470,18
2471,8
2474,0
2475,12
2476,19
2478,16
2479,14
2482,11
2483,4
2484,14
2488,16
2490,17
2491,18
2492,19
2494,2
2496,4
2499,7
2500,13
2504,17
2505,0
2512,18
2513,12
2517,7
2518,16
2519,16
2520,12
2522,0
2526,5
2528,18
2529,6
2530,19
2532,18
2534,5
2538,12
2539,14
2540,5
2542,12
2543,18
2544,0
2546,13
2548,17
2549,13
2550,12
2551,5
2552,5
2553,12
2554,12
2555,6
2558,8
2559,7
2560,0
2561,17
2562,4
2565,12
2566,17
2567,14
2568,17
2569,18
2570,13
2574,19
2577,5
2578,19
2579,2
2580,4
2583,18
2584,2
2585,13
2590,17
2591,2
2593,17
2596,13
2602,14
2604,18
2606,12
2608,2
2609,13
2611,18
2613,16
2619,10
2620,7
2630,2
2635,12
2637,13
2638,13
2645,14
2647,12
2648,7
2650,18
2652,7
2658,8
2659,17
2660,19
2663,8
2664,13
2666,4
2667,3
2671,19
2672,18
2674,4
2677,19
2681,12
2687,14
2688,12
2691,1
2693,4
2695,0
2699,12
2700,16
2708,3
2711,0
2714,5
2718,3
2720,13
2722,4
2725,12
2728,13
2729,0
2737,12
2742,12
2744,1
2746,7
2748,3
2750,3
2751,17
2752,17
2754,14
2756,16
2757,3
2760,13
2761,16
2762,12
2763,19
2764,7
2765,6
2767,19
2768,13
2769,18
2771,11
2772,2
2773,2
2775,12
2779,2
2781,11
2783,13
2785,12
2787,2
2789,4
2791,12
2792,12
2797,18
2799,13
2800,0
2802,13
2803,0
2806,1
2807,16
2809,2
2810,18
2813,13
2815,19
2818,0
2819,12
2820,14
2825,16
2826,16
2827,0
2833,13
2834,14
2836,17
2838,19
2839,17
2843,6
2847,18
2849,2
2850,14
2853,12
2856,8
2858,0
2862,7
2866,14
2867,18
2872,0
2873,17
2877,14
2884,18
2886,2
2887,3
2890,13
2896,5
2897,19
2898,19
2902,18
2907,13
2908,2
2912,19
2915,2
2916,0
2917,13
2918,14
2919,8
2920,18
2924,13
2926,18
2927,18
2928,11
2929,4
2930,12
2933,19
2938,8
2944,12
2945,13
2946,18
2948,13
2950,12
2951,12
2952,9
2953,0
2954,19
2955,12
2956,12
2958,12
2959,12
2960,4
2961,4
2962,4
2963,4
2964,7
2965,12
2968,12
2970,12
2971,12
2973,7
2976,12
2979,12
2982,0
2983,12
2985,6
2993,6
2994,6
2998,12
2999,19
3001,12
3003,12
3007,13
3008,11
3009,19
3013,13
3023,13
3025,18
3026,18
3028,12
3034,7
3038,13
3039,5
3040,12
3042,18
3043,13
3046,18
3047,12
3048,7
3053,19
3056,12
3062,12
3063,5
3067,18
3069,19
3071,5
3072,13
3073,6
3077,18
3078,7
3080,5
3085,13
3086,19
3089,19
3091,0
3092,9
3093,18
3094,5
3095,19
3096,18
3100,18
3103,12
3107,19
3110,12
3111,12
3115,19
3117,0
3118,0
3122,12
3128,9
3129,18
3131,9
3133,9
3139,13
3142,13
3152,19
3153,18
3154,18
3157,18
3161,13
3166,13
3168,19
3176,13
3180,0
3184,18
3187,12
3189,13
3192,12
3194,18
3198,13
3199,7
3204,19
3205,13
3216,9
3217,12
3219,9
3222,12
3223,5
3225,12
3228,19
3229,5
3239,5
3241,0
3243,0
3251,19
3252,19
3253,9
3254,18
3256,7
3258,18
3259,19
3261,13
3263,19
3264,13
3266,13
3269,0
3271,13
3273,7
3275,12
3276,19
3277,6
3285,12
3287,13
3290,18
3295,18
3298,13
3302,19
3303,13
3309,19
3313,0
3320,13
3322,18
3327,18
3329,12
3332,12
3336,13
3342,13
3344,13
3345,5
3347,12
3348,0
3349,19
3351,12
3352,12
3356,13
3360,9
3364,7
3367,18
3371,6
3372,7
3377,18
3378,12
3380,0
3381,13
3382,18
3384,18
3387,19
3389,13
3390,12
3394,13
3395,19
3396,12
3399,18
3400,18
3405,0
3409,19
3413,5
3415,13
3416,5
3417,5
3418,5
3420,0
3422,5
3425,18
3430,7
3433,12
3435,12
3440,12
3441,7
3442,12
3446,7
3449,12
3452,7
3455,7
3456,4
3459,19
3461,12
3463,0
3466,6
3468,4
3469,19
3472,12
3473,7
3474,4
3477,5
3480,4
3482,12
3483,12
3486,4
3490,12
3491,19
3492,12
3505,6
3507,0
3509,12
3511,12
3514,12
3517,4
3520,12
3526,12
3528,12
3533,12
3534,12
3539,12
3542,12
3543,3
3545,3
3547,5
3553,7
3554,6
3556,7
3557,3
3559,18
3563,12
3564,6
3565,19
3569,4
3571,7
3572,12
3573,13
3575,18
3577,12
3578,13
3579,4
3580,2
3582,17
3584,12
3585,4
3587,12
3589,19
3592,19
3594,7
3596,0
3597,6
3598,18
3599,5
3601,2
3602,3
3603,11
3604,17
3605,13
3607,18
3609,7
3612,0
3619,0
3620,13
3622,18
3623,18
3624,4
3625,18
3626,14
3629,4
3630,6
3631,16
3632,5
3633,17
3634,3
3637,17
3639,6
3643,19
3645,12
3647,2
3649,4
3651,2
3652,18
3660,12
3661,6
3667,17
3668,17
3669,14
3672,3
3673,18
3674,2
3676,17
3680,14
3681,1
3684,19
3688,6
3694,6
3695,17
3697,17
3699,13
3701,12
3702,9
3704,18
3707,19
3711,12
3713,16
3717,6
3721,4
3730,17
3734,2
3735,12
3738,3
3740,8
3742,13
3743,0
3744,13
3747,13
3750,11
3751,1
3755,16
3757,2
3759,13
3760,10
3762,12
3763,2
3764,2
3765,11
3768,3
3770,7
3771,14
3772,11
3774,2
3775,13
3777,0
3779,12
3782,17
3784,17
3785,3
3786,4
3787,11
3788,2
3790,18
3792,0
3793,18
3795,12
3796,12
3797,12
3800,12
3801,14
3806,14
3807,11
3808,11
3817,14
3821,19
3825,9
3828,0
3830,19
3831,18
3833,5
3838,12
3839,5
3840,1
3841,13
3843,19
3846,0
3853,8
3856,18
3857,18
3858,11
3860,17
3864,13
3865,0
3867,10
3870,3
3872,14
3873,19
3874,16
3875,2
3879,18
3884,0
3886,13
3890,0
3893,0
3894,14
3895,17
3899,0
3900,3
3902,7
3903,17
3905,2
3908,1
3909,14
3910,18
3912,13
3916,12
3917,2
3918,12
3920,5
3922,17
3926,13
3928,7
3930,0
3931,7
3933,5
3934,13
3937,0
3939,19
3944,11
3946,8
3948,5
3951,0
3952,8
3954,4
3957,7
3958,8
3960,19
3961,13
3968,4
3970,18
3971,17
3973,12
3977,14
3980,0
3982,12
3984,12
3985,13
3989,17
3990,12
3991,19
3993,5
3994,4
3996,17
3997,13
3999,5
4000,14
4012,3
4014,4
4015,8
4019,0
4021,17
4023,18
4025,2
4026,7
4027,7
4028,7
4029,14
4031,7
4033,12
4036,6
4038,7
4039,7
4041,12
4043,13
4048,7
4051,19
4052,12
4055,12
4061,12
4063,7
4064,19
4065,10
4066,18
4067,12
4069,12
4071,12
4074,6
4075,12
4080,6
4081,0
4084,6
4085,4
4088,12
4089,4
4091,6
4092,4
4094,4
4096,7
4097,12
4098,6
4099,13
4100,4
4105,4
4106,12
4107,12
4111,1
4113,6
4115,6
4117,6
4120,0
4123,4
4125,12
4127,12
4129,7
4132,6
4135,12
4139,7
4141,17
4142,14
4143,13
4144,2
4145,0
4146,13
4149,4
4153,12
4155,17
4156,12
4157,14
4159,13
4160,0
4161,0
4165,12
4167,13
4169,17
4170,7
4172,7
4174,7
4175,13
4176,17
4177,2
4178,18
4182,18
4184,17
4189,17
4192,7
4193,11
4194,17
4201,19
4204,12
4205,1
4210,2
4212,0
4215,12
4216,17
4218,4
4219,17
4220,17
4223,0
4227,18
4228,2
4229,18
4233,7
4235,13
4237,12
4238,6
4239,17
4240,11
4241,2
4245,2
4246,7
4249,19
4253,2
4257,17
4258,14
4259,7
4261,14
4266,7
4267,12
4273,17
4276,17
4277,12
4285,11
4286,0
4288,4
4292,17
4297,12
4301,18
4302,1
4303,13
4304,3
4306,6
4307,3
4310,18
4313,17
4318,1
4323,13
4327,1
4328,12
4330,4
4331,11
4333,19
4337,14
4338,12
4339,19
4340,12
4341,14
4343,12
4344,11
4345,12
4346,8
4347,18
4349,12
4351,17
4353,1
4357,17
4358,14
4360,18
4361,16
4363,14
4364,0
4365,19
4369,13
4370,14
4371,19
4372,1
4374,18
4376,1
4378,14
4380,2
4384,11
4385,16
4386,13
4387,11
4388,2
4389,11
4397,2
4398,11
4399,11
4401,18
4404,14
4407,12
4408,19
4410,0
4411,5
4412,2
4419,17
4420,16
4425,13
4429,12
4431,12
4437,18
4438,17
4439,11
4440,11
4446,11
4447,18
4451,17
4452,11
4453,13
4454,11
4457,17
4458,9
4459,11
4465,12
4470,12
4472,4
4474,13
4475,1
4476,3
4477,13
4481,13
4488,12
4493,19
4494,3
4498,13
4504,14
4505,18
4510,19
4513,7
4517,16
4518,19
4519,0
4521,17
4523,11
4524,7
4525,7
4536,12
4537,18
4544,6
4551,13
4552,7
4554,16
4555,12
4560,2
4562,4
4574,4
4576,13
4579,13
4581,14
4583,0
4584,13
4585,12
4586,18
4591,13
4592,19
4593,12
4595,7
4600,12
4603,7
4604,12
4605,0
4606,5
4609,7
4610,4
4613,11
4615,18
4617,12
4621,0
4622,12
4623,0
4625,12
4630,19
4632,7
4637,6
4638,6
4640,12
4644,10
4648,13
4649,4
4654,7
4657,4
4659,5
4662,12
4664,7
4665,7
4666,12
4686,6
4687,12
4689,12
4690,12
4691,12
4692,0
4695,6
4697,19
4700,6
4708,13
4711,12
4712,7
4713,12
4714,7
4717,7
4729,17
4732,3
4733,13
4735,12
4739,19
4740,12
4741,6
4742,18
4745,8
4747,3
4748,13
4751,0
4755,4
4756,6
4765,3
4768,18
4772,13
4773,10
4774,0
4775,8
4776,4
4777,1
4779,12
4780,11
4781,12
4785,12
4788,3
4791,17
4792,17
4794,17
4795,12
4796,13
4797,8
4798,18
4801,11
4803,17
4804,19
4805,17
4806,13
4807,19
4809,12
4810,0
4812,18
4814,17
4816,12
4818,0
4819,17
4820,17
4821,11
4827,3
4829,12
4835,7
4841,19
4845,12
4848,19
4850,18
4867,12
4881,9
4884,5
4887,0
4890,13
4892,14
4893,0
4894,0
4898,6
4900,11
4901,14
4903,12
4908,5
4910,18
4911,17
4914,14
4918,5
4920,14
4922,0
4930,14
4933,13
4934,17
4937,5
4938,1
4952,13
4954,14
4955,18
4956,2
4963,19
4964,19
4965,12
4970,13
4972,16
4974,8
4976,18
4981,19
4983,7
4987,6
4990,2
4991,11
4998,11
4999,17
5001,18
5002,7
5012,11
5013,16
5015,14
5018,14
5020,12
5021,2
5029,17
5034,14
5042,19
5043,16
5044,5
5048,8
5050,14
5051,14
5053,11
5054,11
5055,17
5057,7
5058,18
5060,0
5070,12
5071,19
5072,14
5076,14
5077,18
5078,16
5080,18
5081,18
5082,18
5083,2
5084,14
5085,2
5086,2
5089,8
5090,17
5091,13
5092,13
5094,18
5095,3
5097,18
5100,17
5102,12
5105,16
5112,18
5113,12
5114,0
5117,13
5118,7
5119,19
5121,18
5123,12
5125,12
5126,0
5127,12
5128,3
5134,7
5141,18
5146,6
5148,12
5149,19
5154,12
5160,7
5162,7
5167,7
5168,15
5171,12
5172,7
5175,7
5176,7
5177,13
5183,7
5188,1
5190,12
5191,19
5192,15
5194,6
5201,12
5203,19
5207,6
5209,18
5210,6
5212,0
5214,7
5215,6
5216,6
5219,4
5220,6
5222,0
5223,0
5226,12
5228,18
5231,6
5234,12
5235,6
5236,6
5237,12
5238,6
5243,12
5244,19
5245,6
5250,19
5253,6
5255,7
5257,4
5258,15
5260,6
5264,4
5268,7
5269,12
5270,12
5272,19
5273,7
5274,6
5276,13
5278,7
5281,12
5283,13
5286,13
5287,18
5288,7
5291,19
5293,13
5295,19
5296,18
5297,17
5299,5
5300,2
5303,18
5304,18
5308,17
5309,13
5312,4
5313,14
5314,4
5316,16
5317,14
5318,12
5321,8
5323,7
5327,14
5328,19
5330,12
5331,0
5332,5
5334,6
5335,12
5339,3
5340,13
5342,8
5345,7
5346,11
5349,18
5350,18
5351,13
5352,13
5354,14
5355,17
5356,4
5357,13
5358,18
5359,3
5360,18
5363,7
5366,13
5367,17
5371,6
5376,7
5377,12
5379,12
5382,15
5385,13
5389,6
5390,13
5392,12
5394,12
5396,18
5398,18
5402,10
5407,17
5408,7
5409,13
5410,0
5411,13
5414,11
5415,17
5416,14
5417,3
5422,8
5423,12
5426,17
5429,0
5431,18
5437,1
5438,3
5440,13
5441,13
5442,5
5443,0
5444,17
5447,6
5451,17
5452,3
5453,12
5454,13
5455,13
5456,19
5461,16
5464,17
5465,13
5469,13
5470,10
5471,7
5472,12
5473,19
5474,13
5475,14
5477,19
5481,12
5483,17
5491,15
5492,17
5494,17
5495,17
5496,17
5499,12
5500,0
5501,16
5502,11
5505,18
5507,7
5508,6
5511,18
5516,5
5517,18
5520,0
5522,2
5523,6
5525,13
5526,18
5528,2
5530,16
5532,17
5533,18
5535,17
5537,13
5538,14
5540,13
5541,18
5543,14
5544,8
5545,16
5546,2
5555,14
5556,4
5558,18
5559,18
5561,7
5563,0
5564,18
5565,17
5566,3
5567,6
5573,8
5575,3
5576,3
5579,18
5582,17
5583,1
5585,13
5586,0
5592,16
5593,2
5594,4
5595,14
5596,13
5597,19
5598,15
5600,14
5602,14
5603,11
5604,11
5608,18
5609,18
5611,12
5615,18
5617,14
5620,13
5624,16
5627,19
5629,16
5632,17
5641,19
5643,12
5644,18
5647,0
5650,17
5654,14
5657,14
5658,3
5659,18
5660,0
5661,18
5662,11
5663,2
5665,5
5667,13
5669,14
5670,19
5671,13
5672,18
5675,19
5677,17
5678,4
5679,14
5680,3
5682,17
5684,6
5686,19
5687,11
5689,13
5690,12
5692,6
5694,18
5701,11
5707,2
5708,18
5710,12
5711,19
5712,0
5713,13
5716,17
5717,7
5719,19
5720,11
5721,11
5722,11
5723,14
5724,7
5725,14
5727,7
5729,11
5731,17
5732,19
5734,7
5737,12
5738,4
5739,12
5740,13
5741,16
5742,2
5743,18
5744,3
5746,19
5749,17
5750,13
5751,18
5752,7
5755,19
5756,12
5757,5
5758,14
5762,18
5767,6
5780,7
5782,6
5783,12
5787,6
5788,12
5789,12
5796,12
5798,6
5800,19
5805,6
5807,6
5808,7
5810,7
5815,10
5818,18
5819,0
5822,0
5826,7
5827,12
5830,6
5835,0
5849,6
5850,7
5854,19
5858,7
5868,7
5870,12
5873,18
5875,19
5876,18
5879,12
5880,15
5888,19
5889,5
5894,3
5895,7
5898,17
5899,18
5900,12
5901,17
5902,12
5905,0
5906,16
5908,7
5909,12
5910,18
5911,17
5912,4
5913,17
5914,11
5919,12
5922,17
5925,3
5926,4
5930,17
5931,14
5932,18
5934,0
5935,18
5937,18
5938,11
5945,0
5946,18
5947,19
5949,18
5950,17
5951,0
5954,12
5955,13
5958,18
5960,2
5964,7
5965,18
5967,4
5968,16
5969,17
5972,7
5973,7
5974,18
5975,18
5976,16
5977,18
5984,16
5985,12
5986,13
5991,14
5993,3
5994,17
5998,6
6003,18
6005,17
6010,17
6014,1
6017,4
6018,4
6020,19
6023,7
6025,12
6027,13
6030,19
6033,2
6034,7
6035,18
6041,17
6042,16
6043,11
6047,1
6048,17
6051,14
6054,12
6055,17
6056,19
6059,18
6060,12
6065,5
6070,5
6073,3
6075,6
6078,14
6082,13
6083,12
6084,17
6085,13
6086,12
6088,17
6090,12
6091,7
6092,5
6093,19
6094,4
6096,5
6101,12
6102,16
6103,5
6104,3
6105,3
6106,18
6107,17
6111,0
6113,0
6115,4
6119,7
6120,18
6121,18
6123,14
6124,18
6125,7
6128,15
6129,17
6130,17
6134,4
6135,12
6137,12
6138,3
6146,3
6147,3
6149,14
6154,2
6155,11
6157,13
6163,7
6165,4
6166,19
6169,7
6172,17
6173,17
6175,17
6177,7
6178,18
6179,3
6180,13
6181,3
6184,7
6185,17
6186,4
6187,14
6188,19
6189,6
6198,4
6199,18
6201,6
6202,12
6205,2
6208,7
6211,14
6213,3
6214,13
6215,19
6217,0
6218,18
6220,0
6222,13
6223,5
6225,12
6227,16
6231,17
6232,14
6233,17
6234,8
6235,11
6240,3
6242,14
6243,14
6244,16
6246,18
6248,16
6252,11
6254,17
6257,14
6264,12
6267,7
6271,14
6273,17
6274,1
6275,2
6276,13
6277,0
6278,19
6279,17
6280,2
6282,19
6283,17
6287,13
6288,16
6293,3
6295,2
6297,4
6298,16
6299,16
6301,0
6305,2
6306,17
6309,8
6310,14
6311,17
6312,18
6313,16
6315,18
6323,17
6324,2
6325,14
6331,5
6335,10
6337,12
6340,12
6341,4
6346,7
6348,7
6349,4
6350,7
6352,12
6353,6
6356,4
6358,4
6361,12
6368,19
6369,6
6372,4
6373,12
6376,6
6382,7
6384,6
6385,6
6402,5
6407,15
6410,13
6413,19
6414,15
6419,13
6420,16
6422,19
6427,6
6428,12
6430,12
6432,7
6433,13
6434,19
6436,12
6437,8
6438,0
6441,13
6442,19
6445,13
6447,1
6450,12
6453,7
6454,17
6455,17
6456,17
6457,2
6458,16
6460,2
6461,12
6463,19
6465,19
6466,4
6471,12
6473,12
6474,2
6475,17
6476,17
6477,19
6478,18
6481,6
6483,12
6485,4
6486,12
6488,18
6491,17
6493,7
6494,12
6495,17
6496,14
6497,18
6498,18
6499,13
6500,14
6502,12
6503,13
6504,14
6505,17
6506,2
6507,10
6509,11
6511,12
6514,11
6520,14
6521,13
6522,16
6523,17
6524,14
6525,13
6527,13
6528,11
6529,8
6532,13
6533,17
6534,4
6537,12
6538,19
6539,13
6540,8
6541,12
6546,12
6547,0
6549,16
6551,14
6552,14
6556,19
6559,0
6562,18
6568,11
6572,11
6573,14
6575,2
6576,12
6577,13
6578,12
6581,19
6583,10
6586,1
6590,13
6591,8
6592,1
6594,16
6595,7
6597,18
6598,7
6601,10
6603,12
6604,19
6609,17
6612,0
6616,19
6619,6
6620,17
6621,12
6622,0
6629,11
6630,19
6632,12
6635,13
6636,13
6638,0
6639,7
6641,3
6642,17
6647,11
6653,1
6655,18
6657,7
6658,12
6659,13
6661,18
6665,13
6668,14
6669,17
6670,8
6672,16
6673,11
6674,13
6679,14
6680,16
6681,16
6682,18
6683,11
6684,11
6685,2
6686,11
6687,13
6689,13
6694,5
6695,5
6696,17
6697,18
6699,0
6701,16
6702,19
6705,11
6707,19
6708,12
6709,11
6710,18
6711,14
6714,19
6716,7
6719,7
6721,0
6723,18
6725,19
6726,12
6729,17
6730,11
6731,19
6732,0
6733,11
6734,13
6737,12
6738,3
6739,11
6740,12
6741,2
6743,17
6746,7
6747,14
6748,0
6752,12
6757,7
6758,6
6759,8
6761,11
6762,19
6763,18
6764,12
6765,4
6767,13
6770,12
6771,4
6773,2
6774,2
6776,2
6777,2
6778,19
6779,17
6783,16
6784,19
6785,17
6787,8
6788,7
6789,18
6790,4
6791,13
6794,2
6797,18
6799,17
6801,11
6802,2
6807,19
6809,16
6810,18
6811,19
6813,1
6814,16
6815,13
6816,6
6817,5
6818,13
6819,13
6825,11
6827,11
6830,17
6837,3
6840,4
6841,19
6844,19
6846,12
6848,17
6849,13
6850,14
6852,18
6853,18
6855,18
6856,5
6859,17
6860,8
6861,11
6862,13
6863,0
6864,13
6865,17
6866,0
6869,12
6872,6
6873,18
6874,19
6875,11
